title,company,address,experience,url,query,page,vacancy_id,matched_queries
Бизнес-аналитик BI,Т-Банк. ИТ. DWH,Самара,Опыт 3-6 лет,https://hh.ru/vacancy/136343367?query=BI+Analyst,BI Analyst,9,136343367,['BI Analyst']
Стажер ИТ-аналитик,Т-Банк. ИТ. Аналитика,Нижний Новгород,Без опыта,https://hh.ru/vacancy/135919124?query=BI+Analyst,BI Analyst,9,135919124,['BI Analyst']
Бизнес-аналитик BI,Т-Банк. ИТ. DWH,"Иннополис, Университетская улица, 5",Опыт 3-6 лет,https://hh.ru/vacancy/136343371?query=BI+Analyst,BI Analyst,9,136343371,['BI Analyst']
Руководитель управления стратегической аналитики,"МАГНИТ, Розничная сеть. Офис",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135748702?query=BI+Analyst,BI Analyst,9,135748702,['BI Analyst']
Руководитель перформанс-маркетинга (Head of Performance Marketing),"Команда Мечты, Маркетинг и продажи","Санкт-Петербург, р-н Центральный",Опыт 3-6 лет,https://hh.ru/vacancy/135976021?query=BI+Analyst,BI Analyst,9,135976021,['BI Analyst']
Руководитель управления безопасности,"X5, Управляющая компания","Пермь, р-н Индустриальный",Опыт 3-6 лет,https://hh.ru/vacancy/135930879?query=BI+Analyst,BI Analyst,9,135930879,['BI Analyst']
Data Scientist,ООО Ок Софт,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136327913?query=Data+Scientist,Data Scientist,0,136327913,['Data Scientist']
Стажер Data scientist,"ПАО Банк ПСБ, Старт карьеры",Москва,Без опыта,https://hh.ru/vacancy/136021202?query=Data+Scientist,Data Scientist,0,136021202,['Data Scientist']
Data Scientist - стажер,«Zunami»,"Калининград, р-н Ленинградский",Без опыта,https://hh.ru/vacancy/136174391?query=Data+Scientist,Data Scientist,0,136174391,['Data Scientist']
Аналитик данных (Data Scientist),Группа компаний НВМ,"Краснодар, р-н Прикубанский",Опыт 1-3 года,https://hh.ru/vacancy/136265966?query=Data+Scientist,Data Scientist,0,136265966,['Data Scientist']
Системный аналитик,АО Просвещение,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136292099?query=Data+Scientist,Data Scientist,0,136292099,"['Data Scientist', 'ML Engineer']"
Junior Data Scientist (Pricing),Drivee,Якутск,Без опыта,https://hh.ru/vacancy/135743748?query=Data+Scientist,Data Scientist,0,135743748,['Data Scientist']
Data Scientist,Selecty,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136350976?query=Data+Scientist,Data Scientist,0,136350976,"['Data Scientist', 'MLOps']"
Python/DS специалист (Middle),SkillStaff,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135611250?query=Data+Scientist,Data Scientist,0,135611250,"['Data Scientist', 'MLOps']"
Ведущий разработчик искусственного интеллекта/Middle Data scientist,Геномед,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135841447?query=Data+Scientist,Data Scientist,0,135841447,"['Data Scientist', 'Python Developer']"
Системный аналитик,ООО Современные Фонды Недвижимости,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136326664?query=Data+Scientist,Data Scientist,0,136326664,['Data Scientist']
AI Engineer,"HALYK FINANCE, дочерняя организация АО Народный банк",Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136177354?query=Data+Scientist,Data Scientist,0,136177354,"['Data Scientist', 'MLOps']"
Middle Analyst,Adviva,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136084030?query=Data+Scientist,Data Scientist,0,136084030,['Data Scientist']
Junior/Middle Python Data Scientist,SL Soft,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135741195?query=Data+Scientist,Data Scientist,0,135741195,"['Data Scientist', 'Python Developer']"
Data Scientist (Поддержка и развитие моделей прогнозирования спроса),ДИКСИ. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135427343?query=Data+Scientist,Data Scientist,0,135427343,"['Data Scientist', 'MLOps']"
Data Scientist,Tech Duck,Польша,Опыт 3-6 лет,https://hh.ru/vacancy/136294653?query=Data+Scientist,Data Scientist,0,136294653,"['AI Engineer', 'Data Scientist', 'MLOps']"
Инженер по прототипированию ИИ-решений,IBS,"Москва, р-н Пресненский",Опыт 3-6 лет,https://hh.ru/vacancy/136288267?query=Data+Scientist,Data Scientist,0,136288267,"['AI Engineer', 'Data Engineer', 'Data Scientist', 'Python Developer']"
Data Science Engineer / Инженер по анализу данных / Инженер по машинному обучению /,ООО Кей Групп,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135909693?query=Data+Scientist,Data Scientist,1,135909693,"['Data Engineer', 'Data Scientist', 'MLOps']"
"Middle Data Scientist в KION [Big Data, МТС Веб Сервисы]","""МТС"", Работа в IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135626045?query=Data+Scientist,Data Scientist,1,135626045,"['Data Engineer', 'Data Scientist']"
Senior Data Scientist (Availability),Островок.Ostrovok!Tech,Баку,Опыт 3-6 лет,https://hh.ru/vacancy/136328767?query=Data+Scientist,Data Scientist,1,136328767,"['Data Engineer', 'Data Scientist']"
Руководитель ситуационного центра,ООО Уральская Агропромышленная Группа,"Екатеринбург, р-н Верх-Исетский",Опыт 3-6 лет,https://hh.ru/vacancy/135463438?query=Data+Scientist,Data Scientist,1,135463438,['Data Scientist']
Консультант Data Science / Advanced Analytics в Arthur Consulting,ООО Артур Консалтинг,"Москва, р-н Мещанский",Опыт 1-3 года,https://hh.ru/vacancy/136025849?query=Data+Scientist,Data Scientist,1,136025849,"['Data Scientist', 'MLOps']"
Data Scientist / ML Engineer,Amarcon,Абакан,Опыт 1-3 года,https://hh.ru/vacancy/135514475?query=Data+Scientist,Data Scientist,1,135514475,['Data Scientist']
Заместитель начальника Управления по ИИ,Правительство Московской области,Красногорск,Опыт 3-6 лет,https://hh.ru/vacancy/135539415?query=Data+Scientist,Data Scientist,1,135539415,['Data Scientist']
Data Scientist Middle,Koronatech,"Санкт-Петербург, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/134649839?query=Data+Scientist,Data Scientist,1,134649839,['Data Scientist']
Data Scientist,Ozon Tech,Москва,Опыт 1-3 года,https://hh.ru/vacancy/134870018?query=Data+Scientist,Data Scientist,1,134870018,['Data Scientist']
ML Engineer,Rubius,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135828271?query=Data+Scientist,Data Scientist,1,135828271,['Data Scientist']
Senior ML Engineer,ТРТ,Батуми,Опыт более 6 лет,https://hh.ru/vacancy/136208792?query=Data+Scientist,Data Scientist,1,136208792,['Data Scientist']
IT Sales Manager / Менеджер по продажам в IT,Prooftech IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135467060?query=Data+Scientist,Data Scientist,1,135467060,['Data Scientist']
Аналитик данных / Data Scientist,Syngenta,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135673201?query=Data+Scientist,Data Scientist,1,135673201,['Data Scientist']
"Старший Data Scientist, Возвраты ML",Ozon Tech,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136222175?query=Data+Scientist,Data Scientist,1,136222175,"['Data Scientist', 'ML Engineer']"
Стажер Data Scientist (Риски),Сбер. Начало карьеры,Москва,Без опыта,https://hh.ru/vacancy/135481657?query=Data+Scientist,Data Scientist,1,135481657,['Data Scientist']
Junior Data Scientist,Artificial Seed,"провинция Бискайя, Басаури, Бильбао",Опыт 1-3 года,https://hh.ru/vacancy/133784376?query=Data+Scientist,Data Scientist,1,133784376,['Data Scientist']
Middle Data Scientist (направление ML — прогнозные модели),ООО Цифровые технологии и платформы,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135792445?query=Data+Scientist,Data Scientist,1,135792445,"['Data Scientist', 'ML Engineer']"
Middle+ Data Scientist (Модуль отклонений),Сбер. Data Science,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136306892?query=Data+Scientist,Data Scientist,1,136306892,['Data Scientist']
Аналитик отдела продаж / Data Analyst / Data Scientist,"АО Обновление, ПФК","Новосибирск, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/134958340?query=Data+Scientist,Data Scientist,1,134958340,['Data Scientist']
Data Scientist,ООО Ит-Финанс,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135973061?query=Data+Scientist,Data Scientist,2,135973061,['Data Scientist']
Бизнес-аналитик в продукт «AI-агент по управлению оценкой финансовой эффективности проекта»,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136318806?query=Data+Scientist,Data Scientist,2,136318806,['Data Scientist']
Руководитель управления машинного обучения,АльфаСтрахование. ИТ,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135793874?query=Data+Scientist,Data Scientist,2,135793874,"['Data Scientist', 'MLOps']"
Начальник отдела развития интеллектуальных решений,АО РНПК,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135822924?query=Data+Scientist,Data Scientist,2,135822924,['Data Scientist']
Товарный аналитик,Магазины Ароматный Мир формата food & wine,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134759940?query=Data+Scientist,Data Scientist,2,134759940,['Data Scientist']
ML-разработчик/Data Scientist (портал Рамблер),"Rambler&Co Портал ""Рамблер""",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136097258?query=Data+Scientist,Data Scientist,2,136097258,"['Data Engineer', 'Data Scientist']"
"Data scientist (NLP, LLM)",СБЕРКОРУС,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/128473664?query=Data+Scientist,Data Scientist,2,128473664,['Data Scientist']
"Data Scientist (финтех, X-Sell / CRM) | Москва",Spice IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136035682?query=Data+Scientist,Data Scientist,2,136035682,['Data Scientist']
Anti-Fraud Engineer / Risk Manager,ИП Кимирилов Семен Игоревич,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135792054?query=Data+Scientist,Data Scientist,2,135792054,['Data Scientist']
Senior data scientist (разработка моделей рисков),Альфа-Банк. Центральный офис,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/132671727?query=Data+Scientist,Data Scientist,2,132671727,['Data Scientist']
Руководитель моделирования и анализа данных (Lead data scientist),Интерлизинг,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135900007?query=Data+Scientist,Data Scientist,2,135900007,['Data Scientist']
Media Research Manager/Медиааналитик,Игроник,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135398778?query=Data+Scientist,Data Scientist,2,135398778,['Data Scientist']
Data Scientist NLP/LLM,ООО Сбер2B,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135521664?query=Data+Scientist,Data Scientist,2,135521664,['Data Scientist']
Руководитель по моделированию и анализу данных (Lead data scientist),,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135443604?query=Data+Scientist,Data Scientist,2,135443604,['Data Scientist']
Junior-специалист DataScience,Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136032570?query=Data+Scientist,Data Scientist,2,136032570,['Data Scientist']
Middle Data Scientist,Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136174513?query=Data+Scientist,Data Scientist,2,136174513,['Data Scientist']
Data Scientist со специализацией на табличных данных и временных рядах,ООО ИЦ АЙ-ТЕКО,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135406345?query=Data+Scientist,Data Scientist,2,135406345,['Data Scientist']
Data Scientist,Сбер. IT,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135705867?query=Data+Scientist,Data Scientist,2,135705867,['Data Scientist']
Data Scientist в команду Disrupt,Сбер. IT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136254680?query=Data+Scientist,Data Scientist,2,136254680,"['Data Engineer', 'Data Scientist', 'ML Engineer']"
